,事業所名,郵便番号,住所,代表者,従業員数,ツクリンクURL,Webサイト
3524,日本植生株式会社東京本社,120-0043,東京都足立区千住宮元町１３−１３,柴田 明典,40,https://tsukulink.net/tokyo/city_131211/10753,
3525,有限会社角田工務店,123-0861,東京都足立区加賀１−７−９,角田 ユワ子,40,https://tsukulink.net/tokyo/city_131211/12303,
3526,有限会社星野土建,121-0052,東京都足立区六木３−１８−９,星野 保,40,https://tsukulink.net/tokyo/city_131211/13191,
3527,富士美工業株式会社,123-0865,東京都足立区新田２−４−２６,萩原 大輔,40,https://tsukulink.net/tokyo/city_131211/10956,
3528,株式会社丸清土木鳶工業,120-0012,東京都足立区青井３−２−８,吉岡 清,40,https://tsukulink.net/tokyo/city_131211/4709,
3529,株式会社シマダ建設,123-0873,東京都足立区扇３−１３−８,島田 軍次,40,https://tsukulink.net/tokyo/city_131211/3330,
3530,株式会社遠山組,123-0863,東京都足立区谷在家１−１０−１５,遠山 敏征,40,https://tsukulink.net/tokyo/city_131211/4547,
3531,五幸総業株式会社,121-0064,東京都足立区保木間４−７−１４,中島 誠次,40,https://tsukulink.net/tokyo/city_131211/7825,
3532,篠崎建設株式会社,121-0062,東京都足立区南花畑５−７−１,篠崎 秀雄,40,https://tsukulink.net/tokyo/city_131211/8509,
3533,株式会社荒木工務店,123-0853,東京都足立区本木１−６−１１,荒木 博,40,https://tsukulink.net/tokyo/city_131211/5104,
3534,株式会社渡建興産,120-0032,東京都足立区千住柳町３３−１９,渡邊 友門,40,https://tsukulink.net/tokyo/city_131211/6570,
3535,株式会社幸栄工業,121-0052,東京都足立区六木３−３４−ｌ４,佐藤 則雄,40,https://tsukulink.net/tokyo/city_131211/5073,
3536,株式会社佐藤共同木建,120-0013,東京都足立区弘道１−２１−２４,佐藤 健二,40,https://tsukulink.net/tokyo/city_131211/5217,
3537,株式会社古庄工業,121-0073,東京都足立区六町２−１−１４,古庄 芳江,40,https://tsukulink.net/tokyo/city_131211/5013,
3538,株式会社丸實佐藤板金,121-0815,東京都足立区島根２−３０−２２,佐藤 實,40,https://tsukulink.net/tokyo/city_131211/4732,
3539,浅野工務店株式会社,121-0836,東京都足立区入谷４−７−１８,浅野 義行,40,https://tsukulink.net/tokyo/city_131211/9425,
3540,株式会社清水工務店,120-0002,東京都足立区中川３−１５−１,清水 伸一,40,https://tsukulink.net/tokyo/city_131211/5922,
3541,オバタ建設株式会社,123-0872,東京都足立区江北５−５−１２,小幡 常男,40,https://tsukulink.net/tokyo/city_131211/930,
3542,ハヂメ建設株式会社,120-0044,東京都足立区千住緑町１−２１−２９,森泉 正宣,40,https://tsukulink.net/tokyo/city_131211/1466,
3543,有限会社金子興業,120-0047,東京都足立区宮城１−１９−１６,金子 秀継,40,https://tsukulink.net/tokyo/city_131211/12483,
3544,朝日エンジニアリング有限会社,120-0013,東京都足立区弘道１−３７−７,堀 國治,40,https://tsukulink.net/tokyo/city_131211/10085,
3545,株式会社ハヤカワ,121-0836,東京都足立区入谷２−２５−１５,早川 進,40,https://tsukulink.net/tokyo/city_131211/3836,
3546,丸継工業有限会社,121-0836,東京都足立区入谷７−２−１６,菅谷 昌己,40,https://tsukulink.net/tokyo/city_131211/7395,
3547,株式会社江北板金工業所,123-0872,東京都足立区江北３−１３−１４,関 隆志,40,https://tsukulink.net/tokyo/city_131211/5095,
3548,有限会社山木工務店,123-0873,東京都足立区扇２−１５−１５,山木 喜一,40,https://tsukulink.net/tokyo/city_131211/12834,
3549,有限会社高光工務店,121-0064,東京都足立区保木間３−３６−８,高橋 光悦,40,https://tsukulink.net/tokyo/city_131211/12624,
3550,有限会社小川工務店,120-0006,東京都足立区谷中５−１４−１０−１０４,小川 孝,40,https://tsukulink.net/tokyo/city_131211/12979,
3551,辰喜工業株式会社,121-0832,東京都足立区古千谷本町４−１１−１３,伊藤 均,40,https://tsukulink.net/tokyo/city_131211/9944,
3552,川上建設株式会社,121-0064,東京都足立区保木間３−７−１２,川上 英一,40,https://tsukulink.net/tokyo/city_131211/9386,
3553,村田建設株式会社,123-0872,東京都足立区江北４−７−１６,村田 光博,40,https://tsukulink.net/tokyo/city_131211/9533,
3554,有限会社坂田工務店,120-0032,東京都足立区千住柳町３６−１４,坂田 一男,40,https://tsukulink.net/tokyo/city_131211/12717,
3555,前田道路株式会社足立営業所,121-0062,東京都足立区南花畑１−１３−３３,今枝 良三,40,https://tsukulink.net/tokyo/city_131211/9447,
3556,株式会社トーテック東京営業所,121-0816,東京都足立区梅島２−１０−１５,内海 康裕,40,https://tsukulink.net/tokyo/city_131211/3633,
3557,中川理水建設株式会社東京営業所,120-0005,東京都足立区綾瀬４−９−２４,,40,https://tsukulink.net/tokyo/city_131211/10037,
3558,日本フィールドシステム株式会社,120-0043,東京都足立区千住宮元町１３−１３,,40,https://tsukulink.net/tokyo/city_131211/10703,
3559,株式会社フレッシュハウス足立営業所,123-0863,東京都足立区谷在家１−２−３　１Ｆ,中村 秀,40,https://tsukulink.net/tokyo/city_131211/3982,
3560,株式会社幸和,121-0836,東京都足立区入谷７−３−５,東山 亜憂樹,40,https://tsukulink.net/tokyo/city_131211/5077,
3561,株式会社伊達建設,123-0864,東京都足立区鹿浜８−２７−１０,加藤 勝利,40,https://tsukulink.net/tokyo/city_131211/4445,
3562,株式会社日東,123-0845,東京都足立区西新井本町３−１０−７,佐藤 勝彦,40,https://tsukulink.net/tokyo/city_131211/6841,
3563,株式会社一ノ関工業,120-0021,東京都足立区日ノ出町４１−１２,一関 武,40,https://tsukulink.net/tokyo/city_131211/4479,
3564,有限会社大昇工務店,120-0034,東京都足立区千住１−３４−１１,山口 達夫,40,https://tsukulink.net/tokyo/city_131211/13426,
3565,株式会社大勝工務店,121-0061,東京都足立区花畑１−６−１５,落合 昭雄,40,https://tsukulink.net/tokyo/city_131211/6260,
3566,有限会社信光板金,121-0075,東京都足立区一ッ家４−５−１０,天光 博,40,https://tsukulink.net/tokyo/city_131211/13090,
3567,小野寺建設株式会社,121-0064,東京都足立区保木間２−３２−１７,小野寺 靜治,40,https://tsukulink.net/tokyo/city_131211/8737,
3568,有限会社藤幸建設,121-0832,東京都足立区古千谷本町１−２−１８,加藤 秀幸,40,https://tsukulink.net/tokyo/city_131211/13743,
3569,有限会社猪狩建設工業,121-0074,東京都足立区西加平２−８−７,猪狩 直樹,40,https://tsukulink.net/tokyo/city_131211/13570,
3570,株式会社池内板金工業,121-0813,東京都足立区竹の塚１−３５−２,池内 伸二,40,https://tsukulink.net/tokyo/city_131211/6412,
3571,有限会社阿部勇工務店／営業所,120-0006,東京都足立区谷中２−１８−３,阿部 弘幸,40,https://tsukulink.net/tokyo/city_131211/12138,
3572,有限会社日比谷住建,121-0815,東京都足立区島根１−１２−１４,日比谷 治美,40,https://tsukulink.net/tokyo/city_131211/13798,
3573,武家田建設株式会社,121-0816,東京都足立区梅島３−４１−３,武田 昌明,40,https://tsukulink.net/tokyo/city_131211/10972,
3574,有限会社関本工務店,121-0056,東京都足立区北加平町６−１６,関本 松司,40,https://tsukulink.net/tokyo/city_131211/12326,
3575,株式会社ヨネザワ,121-0076,東京都足立区平野１−２５−７,米澤 和宣,40,https://tsukulink.net/tokyo/city_131211/4257,
3576,株式会社大長工務店,123-0863,東京都足立区谷在家２−１６−１,浅香 守弘,40,https://tsukulink.net/tokyo/city_131211/6303,
3577,太陽ジオテック株式会社,120-0004,東京都足立区東綾瀬２−４−１９,嶋村 秀夫,40,https://tsukulink.net/tokyo/city_131211/9600,
3578,東愛興業株式会社,120-0006,東京都足立区谷中１−３３−１０,古川 高雄,40,https://tsukulink.net/tokyo/city_131211/10277,
3579,株式会社内田土木,123-0841,東京都足立区西新井４−３７−４,内田 巌,40,https://tsukulink.net/tokyo/city_131211/6795,
3580,アイウチ工業株式会社,121-0831,東京都足立区舎人１−１２−１８−２０２,井上 正臣,40,https://tsukulink.net/tokyo/city_131211/669,
3581,有限会社藤井工業,123-0843,東京都足立区西新井栄町１−３−９,藤井 清隆,40,https://tsukulink.net/tokyo/city_131211/13734,
3582,株式会社須賀酉蔵商店足立営業所,123-0863,東京都足立区谷在家１−１−８,須賀 靖夫,40,https://tsukulink.net/tokyo/city_131211/5848,
3583,有限会社蟹井塗装工業,123-0873,東京都足立区扇３−１−９,蟹井 末松,40,https://tsukulink.net/tokyo/city_131211/12299,
3584,有限会社川上工務店,123-0851,東京都足立区梅田６−２７−１８,川上 重昭,40,https://tsukulink.net/tokyo/city_131211/13288,
3585,株式会社リピック建設,123-0842,東京都足立区栗原３−９−１２,齋藤 正,40,https://tsukulink.net/tokyo/city_131211/4314,
3586,株式会社大栄田中建設,121-0832,東京都足立区古千谷本町１−１−２１,田中 正,40,https://tsukulink.net/tokyo/city_131211/6200,
3587,渡辺建設有限会社,123-0852,東京都足立区関原３−４５−６,渡辺 正昭,40,https://tsukulink.net/tokyo/city_131211/10215,
3588,有限会社池田建装工業,121-0062,東京都足立区南花畑１−１６−２１,池田 保夫,40,https://tsukulink.net/tokyo/city_131211/13511,
3589,三和建設工業株式会社,120-0003,東京都足立区東和２−１３−１５,四宮 友彬,40,https://tsukulink.net/tokyo/city_131211/8355,
3590,株式会社中力,121-0055,東京都足立区加平２−４−１０,尾崎 行雄,40,https://tsukulink.net/tokyo/city_131211/6471,
3591,フジ工営株式会社,120-0041,東京都足立区千住元町７−６,牛島 珠美,40,https://tsukulink.net/tokyo/city_131211/1539,
3592,有限会社木島工務店,123-0862,東京都足立区皿沼３−１６−９,木島 勇治,40,https://tsukulink.net/tokyo/city_131211/14015,
3593,成東建設株式会社,123-0845,東京都足立区西新井本町４−２２−１２,金村 昇彦,40,https://tsukulink.net/tokyo/city_131211/9125,
3594,山喜建設株式会社,123-0842,東京都足立区栗原１−１９−９,栗山 寿源,40,https://tsukulink.net/tokyo/city_131211/8369,
3595,株式会社大堂工業,123-0845,東京都足立区西新井本町２−４−１９,大堂 昇,40,https://tsukulink.net/tokyo/city_131211/6332,
3596,株式会社田島建設,121-0807,東京都足立区伊興本町２−１１−１１,田島 幸児,40,https://tsukulink.net/tokyo/city_131211/6557,
3597,株式会社福永工務店,121-0816,東京都足立区梅島２−２０−１１,福永 誠二,40,https://tsukulink.net/tokyo/city_131211/7040,
3598,川端建設株式会社,123-0872,東京都足立区江北１−６−２５,川端 俊一,40,https://tsukulink.net/tokyo/city_131211/9394,
3599,末柄工業株式会社,120-0005,東京都足立区綾瀬６−２７−６,末柄 浩文,40,https://tsukulink.net/tokyo/city_131211/11209,
3600,和喜建設株式会社,121-0832,東京都足立区古千谷本町４−４−１６,鈴木 功治,40,https://tsukulink.net/tokyo/city_131211/14230,
3601,高星建設株式会社,120-0013,東京都足立区弘道１−２２−３,石山 覚,40,https://tsukulink.net/tokyo/city_131211/7975,
3602,株式会社足立リビング,120-0004,東京都足立区東綾瀬３−７−８,岡田 浩二,40,https://tsukulink.net/tokyo/city_131211/6140,
3603,株式会社東京三田組,121-0056,東京都足立区北加平町２１−２,三田 哲司,40,https://tsukulink.net/tokyo/city_131211/6657,
3604,有限会社瀬崎興業,121-0061,東京都足立区花畑１−１１−１７,栗原 雅史,40,https://tsukulink.net/tokyo/city_131211/13174,
3605,有限会社丸増工務店,123-0862,東京都足立区皿沼１−９−１８,増田 寄雄,40,https://tsukulink.net/tokyo/city_131211/12351,
3606,株式会社ヤマインテリアエボリューション,120-0004,東京都足立区東綾瀬１−１５−１８,山嵜 真樹,40,https://tsukulink.net/tokyo/city_131211/4202,
3607,誠工業株式会社,121-0813,東京都足立区保木間１−１９−２−４０３,田中 健一,40,https://tsukulink.net/tokyo/city_131211/9260,
3608,有限会社渡辺賢工務店,121-0823,東京都足立区伊興５−２０−７,渡邉 広一,40,https://tsukulink.net/tokyo/city_131211/13651,
3609,株式会社黒川工務店,121-0062,東京都足立区南花畑３−１１−４,黒川 修行,40,https://tsukulink.net/tokyo/city_131211/5185,
3610,株式会社小林工務店,121-0816,東京都足立区梅島２−１１−１５,小林 正伯,40,https://tsukulink.net/tokyo/city_131211/5659,
3611,株式会社水工房,123-0861,東京都足立区加賀１−５−４,青木 敏,40,https://tsukulink.net/tokyo/city_131211/5859,
3612,共和建装株式会社,120-0047,東京都足立区宮城１−２−７,飯塚 和江,40,https://tsukulink.net/tokyo/city_131211/7631,
3613,有限会社松本巧舎,121-0061,東京都足立区花畑４−２６−１０,松本 光司,40,https://tsukulink.net/tokyo/city_131211/13059,
3614,有限会社クリーン・クルー,121-0062,東京都足立区南花畑５−２−８,坂本 仁,40,https://tsukulink.net/tokyo/city_131211/11611,
3615,芝園開発株式会社,120-0034,東京都足立区千住３−６６−１６,海老沼 孝二,40,https://tsukulink.net/tokyo/city_131211/8524,
3616,株式会社ＷｏｒｋＬｉｎｅ,121-0816,東京都足立区梅島１−２−３１,前野 美幸,40,https://tsukulink.net/tokyo/city_131211/2453,
3617,株式会社ショキタ,123-0864,東京都足立区鹿浜６−３５−２,諸喜田 惠勝,40,https://tsukulink.net/tokyo/city_131211/3362,
3618,株式会社新井組,120-0045,東京都足立区千住桜木１−９−９,柄沢 義浩,40,https://tsukulink.net/tokyo/city_131211/5763,
3619,有限会社石河工業,120-0021,東京都足立区日ノ出町２５−３,石河 公一,40,https://tsukulink.net/tokyo/city_131211/13252,
